,hhno,id,pagey,pdiary,pgend,pno,ppaidprk,pproxy,pptyp,psaudist,psautime,psexpfac,pspcl,pstaz,pstyp,ptpass,puwarrp,puwdepp,puwmode,pwaudist,pwautime,pwpcl,pwtaz,pwtyp,year
11753,14100241,2369.0,80,-1,Female,1,1,No Proxy,Non-Working Adult Age 65+,-1.0,-1.0,150.4796,0,-1,Not a Student,0,,,,-1.0,-1.0,0,-1,Not a Paid Worker,2014
11754,14100240,2367.0,30,-1,Male,1,0,No Proxy,Full-Time Worker,-1.0,-1.0,151.216,0,-1,Not a Student,5,,,,23.73,74.0,946028,767,Paid Full-Time Worker,2014
11755,14100240,2368.0,30,-1,Female,2,0,No Proxy,Full-Time Worker,-1.0,-1.0,151.216,0,-1,Not a Student,5,,,,23.73,74.0,946028,767,Paid Full-Time Worker,2014
11756,14100239,2366.0,60,-1,Female,1,1,No Proxy,Non-Working Adult Age <65,-1.0,-1.0,144.6984,0,-1,Not a Student,0,,,,-1.0,-1.0,0,-1,Not a Paid Worker,2014
11757,14100238,2362.0,50,-1,Female,1,1,No Proxy,Non-Working Adult Age <65,-1.0,-1.0,120.8995,0,-1,Not a Student,0,,,,-1.0,-1.0,0,-1,Not a Paid Worker,2014
11758,14100238,2363.0,40,-1,Male,2,1,Mailed Diary,Full-Time Worker,-1.0,-1.0,120.8995,0,-1,Not a Student,4,,,,9.555,26.0,717089,1504,Paid Full-Time Worker,2014
11759,14100238,2364.0,8,-1,Male,3,1,Proxy,Child Age 5-15,3.315,12.11,120.8995,841216,1748,Full-Time Student,-1,,,,-1.0,-1.0,0,-1,Not a Paid Worker,2014
11760,14100238,2365.0,8,-1,Female,4,1,Mailed Diary,Child Age 5-15,0.659380808081,3.95253836662,120.8995,920037,1727,Full-Time Student,-1,,,,-1.0,-1.0,0,-1,Not a Paid Worker,2014
11761,14100237,2361.0,90,-1,Female,1,1,No Proxy,Non-Working Adult Age 65+,-1.0,-1.0,204.1461,0,-1,Not a Student,0,,,,-1.0,-1.0,0,-1,Not a Paid Worker,2014
11762,14100236,2360.0,30,-1,Male,1,1,No Proxy,Non-Working Adult Age <65,-1.0,-1.0,483.15,0,-1,Not a Student,0,,,,-1.0,-1.0,0,-1,Not a Paid Worker,2014
11763,14100235,2357.0,40,-1,Female,1,-1,No Proxy,Full-Time Worker,-1.0,-1.0,78.9028,0,-1,Not a Student,0,,,,1.89559356061,12.0,829133,581,Paid Full-Time Worker,2014
11764,14100235,2358.0,2,-1,Male,2,1,,Child Age 0-4,-1.0,-1.0,78.9028,0,-1,Full-Time Student,0,,,,-1.0,-1.0,0,-1,Not a Paid Worker,2014
11765,14100235,2359.0,50,-1,Male,3,1,No Proxy,Non-Working Adult Age <65,-1.0,-1.0,78.9028,0,-1,Not a Student,0,,,,-1.0,-1.0,0,-1,Not a Paid Worker,2014
11766,14100234,2355.0,50,-1,Female,1,1,No Proxy,University Student,4.51,17.615,50.4836,751735,304,Full-Time Student,5,,,,-1.0,-1.0,0,-1,Not a Paid Worker,2014
11767,14100234,2356.0,70,-1,Female,2,1,Mailed Diary,Non-Working Adult Age 65+,-1.0,-1.0,50.4836,0,-1,Not a Student,0,,,,-1.0,-1.0,0,-1,Not a Paid Worker,2014
11768,14100233,2354.0,40,-1,Female,1,0,No Proxy,Full-Time Worker,-1.0,-1.0,59.083,0,-1,Not a Student,0,,,,1.77061994949,16.0,1084080,509,Paid Full-Time Worker,2014
11769,14100232,2352.0,30,-1,Female,1,-1,No Proxy,Full-Time Worker,-1.0,-1.0,139.4704,0,-1,Not a Student,0,,,,5.495,19.0,1161884,704,Paid Full-Time Worker,2014
11770,14100232,2353.0,30,-1,Male,2,0,Proxy,Full-Time Worker,-1.0,-1.0,139.4704,0,-1,Not a Student,0,,,,1.58511300505,11.0,829738,433,Paid Full-Time Worker,2014
11771,14100231,2351.0,40,-1,Male,1,-1,No Proxy,Full-Time Worker,-1.0,-1.0,68.8004,0,-1,Not a Student,0,,,,1.41167689394,12.0,716683,486,Paid Full-Time Worker,2014
11772,14100230,2350.0,30,-1,Female,1,-1,No Proxy,Full-Time Worker,-1.0,-1.0,88.2853,0,-1,Not a Student,5,,,,12.52,30.0,789506,1547,Paid Full-Time Worker,2014
11773,14100229,2349.0,80,-1,Female,1,1,No Proxy,Non-Working Adult Age 65+,-1.0,-1.0,103.3545,0,-1,Not a Student,0,,,,-1.0,-1.0,0,-1,Not a Paid Worker,2014
11774,14100228,2347.0,21,-1,Female,1,0,No Proxy,Full-Time Worker,-1.0,-1.0,92.1602,0,-1,Not a Student,4,,,,3.15,19.0,673572,522,Paid Full-Time Worker,2014
11775,14100228,2348.0,30,-1,Male,2,0,No Proxy,Full-Time Worker,-1.0,-1.0,92.1602,0,-1,Not a Student,4,,,,0.119507575758,4.0,897934,351,Paid Full-Time Worker,2014
11776,14100227,2346.0,21,-1,Male,1,1,No Proxy,Non-Working Adult Age <65,3.78,20.48,173.6301,797163,302,Part-Time Student,1,,,,-1.0,-1.0,0,-1,Not a Paid Worker,2014
11777,14100226,2344.0,21,-1,Male,1,1,No Proxy,Full-Time Worker,-1.0,-1.0,95.8219,0,-1,Not a Student,3,,,,3.345,15.0,859312,476,Paid Full-Time Worker,2014
11778,14100226,2345.0,21,-1,Female,2,0,No Proxy,Full-Time Worker,4.005,19.455,95.8219,828920,512,Part-Time Student,5,,,,2.76878863636,12.0,751805,306,Paid Full-Time Worker,2014
11779,14100225,2343.0,60,-1,Female,1,0,No Proxy,Full-Time Worker,-1.0,-1.0,78.443,0,-1,Not a Student,3,,,,4.72,20.0,735328,528,Paid Full-Time Worker,2014
11780,14100224,2342.0,70,-1,Female,1,-1,No Proxy,Part-Time Worker,-1.0,-1.0,127.8278,0,-1,Not a Student,0,,,,4.305,17.0,703520,114,Paid Part-Time Worker,2014
11781,14100223,2338.0,40,-1,Male,1,1,No Proxy,Full-Time Worker,-1.0,-1.0,71.6716,0,-1,Not a Student,4,,,,5.505,19.0,828900,503,Paid Full-Time Worker,2014
11782,14100223,2339.0,40,-1,Female,2,0,Mailed Diary,Part-Time Worker,-1.0,-1.0,71.6716,0,-1,Not a Student,0,,,,0.0568181818182,1.0,1225734,211,Paid Part-Time Worker,2014
11783,14100223,2340.0,2,-1,Male,3,1,,Child Age 0-4,-1.0,-1.0,71.6716,0,-1,Full-Time Student,0,,,,-1.0,-1.0,0,-1,Not a Paid Worker,2014
11784,14100223,2341.0,2,-1,Female,4,1,,Child Age 0-4,0.373210227273,4.61951325758,71.6716,1404,-1,Full-Time Student,0,,,,-1.0,-1.0,0,-1,Not a Paid Worker,2014
11785,14100222,2335.0,40,-1,Female,1,-1,No Proxy,Full-Time Worker,-1.0,-1.0,76.6637,0,-1,Not a Student,0,,,,7.285,25.0,763802,665,Paid Full-Time Worker,2014
11786,14100222,2336.0,40,-1,Male,2,0,Mailed Diary,Full-Time Worker,-1.0,-1.0,76.6637,0,-1,Not a Student,0,,,,0.281628787879,5.0,741102,296,Paid Full-Time Worker,2014
11787,14100222,2337.0,2,-1,Male,3,1,,Child Age 0-4,3.095,14.755,76.6637,1266413,-1,Full-Time Student,0,,,,-1.0,-1.0,0,-1,Not a Paid Worker,2014
11788,14100221,2334.0,60,-1,Male,1,-1,No Proxy,Part-Time Worker,-1.0,-1.0,34.517,0,-1,Not a Student,0,,,,3.97,16.0,1030279,72,Paid Part-Time Worker,2014
11789,14100220,2333.0,60,-1,Female,1,0,No Proxy,Full-Time Worker,-1.0,-1.0,69.971,0,-1,Not a Student,3,,,,2.29066489899,11.0,894154,244,Paid Full-Time Worker,2014
11790,14100219,2331.0,70,-1,Male,1,1,No Proxy,Non-Working Adult Age 65+,-1.0,-1.0,58.7912,0,-1,Not a Student,0,,,,-1.0,-1.0,0,-1,Not a Paid Worker,2014
11791,14100219,2332.0,60,-1,Female,2,1,Proxy,Non-Working Adult Age <65,-1.0,-1.0,58.7912,0,-1,Not a Student,0,,,,-1.0,-1.0,0,-1,Not a Paid Worker,2014
11792,14100218,2329.0,50,-1,Female,1,1,No Proxy,Part-Time Worker,-1.0,-1.0,43.8205,0,-1,Not a Student,0,,,,-1.0,-1.0,0,-1,Paid Part-Time Worker,2014
11793,14100218,2330.0,14,-1,Male,2,1,Proxy,Child Age 5-15,2.0968032197,10.3338776277,43.8205,966633,86,Full-Time Student,1,,,,-1.0,-1.0,0,-1,Not a Paid Worker,2014
11794,14100217,2328.0,30,-1,Male,1,1,No Proxy,Full-Time Worker,-1.0,-1.0,121.9057,0,-1,Not a Student,3,,,,4.105,15.0,1067461,1615,Paid Full-Time Worker,2014
11795,14100216,2327.0,60,-1,Male,1,1,No Proxy,Non-Working Adult Age <65,-1.0,-1.0,168.4641,0,-1,Not a Student,0,,,,-1.0,-1.0,0,-1,Not a Paid Worker,2014
11796,14100215,2325.0,70,-1,Male,1,1,No Proxy,Non-Working Adult Age 65+,-1.0,-1.0,95.2442,0,-1,Not a Student,0,,,,-1.0,-1.0,0,-1,Not a Paid Worker,2014
11797,14100215,2326.0,70,-1,Female,2,0,Proxy,Part-Time Worker,-1.0,-1.0,95.2442,0,-1,Not a Student,5,,,,9.28,24.0,209867,2584,Paid Part-Time Worker,2014
11798,14100214,2323.0,80,-1,Male,1,1,No Proxy,Non-Working Adult Age 65+,-1.0,-1.0,254.6753,0,-1,Not a Student,0,,,,-1.0,-1.0,0,-1,Not a Paid Worker,2014
11799,14100214,2324.0,80,-1,Female,2,1,Mailed Diary,Non-Working Adult Age 65+,-1.0,-1.0,254.6753,0,-1,Not a Student,0,,,,-1.0,-1.0,0,-1,Not a Paid Worker,2014
11800,14100213,2321.0,50,-1,Male,1,1,No Proxy,Full-Time Worker,-1.0,-1.0,235.8108,0,-1,Not a Student,0,,,,9.705,18.0,840380,1615,Paid Full-Time Worker,2014
11801,14100213,2322.0,30,-1,Female,2,-1,No Proxy,Part-Time Worker,-1.0,-1.0,235.8108,0,-1,Not a Student,0,,,,3.89,15.0,685800,1609,Paid Part-Time Worker,2014
11802,14100212,2318.0,40,-1,Female,1,1,Proxy,Non-Working Adult Age <65,-1.0,-1.0,307.1527,0,-1,Not a Student,0,,,,-1.0,-1.0,0,-1,Not a Paid Worker,2014
11803,14100212,2319.0,40,-1,Male,2,0,No Proxy,Full-Time Worker,-1.0,-1.0,307.1527,0,-1,Not a Student,0,,,,2.14942222222,8.0,1067463,1615,Paid Full-Time Worker,2014
11804,14100212,2320.0,14,-1,Male,3,1,Mailed Diary,Child Age 5-15,1.628475,6.71538179064,307.1527,886182,1567,Full-Time Student,-1,,,,-1.0,-1.0,0,-1,Not a Paid Worker,2014
11805,14100211,2315.0,50,-1,Male,1,1,No Proxy,Non-Working Adult Age <65,-1.0,-1.0,459.3357,0,-1,Not a Student,0,,,,-1.0,-1.0,0,-1,Not a Paid Worker,2014
11806,14100211,2316.0,50,-1,Female,2,-1,No Proxy,Full-Time Worker,-1.0,-1.0,459.3357,0,-1,Not a Student,0,,,,17.485,33.0,236628,2564,Paid Full-Time Worker,2014
11807,14100211,2317.0,8,-1,Male,3,1,Proxy,Child Age 5-15,0.789247348485,4.29741560849,459.3357,874768,1575,Full-Time Student,-1,,,,-1.0,-1.0,0,-1,Not a Paid Worker,2014
11808,14100210,2314.0,50,-1,Male,1,1,No Proxy,Non-Working Adult Age <65,-1.0,-1.0,84.5317,0,-1,Not a Student,0,,,,-1.0,-1.0,0,-1,Not a Paid Worker,2014
11809,14100209,2312.0,21,-1,Male,1,0,No Proxy,Full-Time Worker,-1.0,-1.0,108.8993,0,-1,Not a Student,0,,,,16.095,36.0,889166,1152,Paid Full-Time Worker,2014
11810,14100209,2313.0,21,-1,Female,2,0,Proxy,Full-Time Worker,-1.0,-1.0,108.8993,0,-1,Not a Student,0,,,,21.385,35.0,387536,2683,Paid Full-Time Worker,2014
11811,14100208,2310.0,60,-1,Female,1,0,No Proxy,Full-Time Worker,-1.0,-1.0,86.1577,0,-1,Not a Student,0,,,,2.2771780303,10.0,406869,2754,Paid Full-Time Worker,2014
11812,14100208,2311.0,60,-1,Male,2,0,Mailed Diary,Full-Time Worker,-1.0,-1.0,86.1577,0,-1,Not a Student,0,,,,6.0,19.0,433729,2965,Paid Full-Time Worker,2014
11813,14100207,2309.0,70,-1,Female,1,1,No Proxy,Non-Working Adult Age 65+,-1.0,-1.0,157.4742,0,-1,Not a Student,0,,,,-1.0,-1.0,0,-1,Not a Paid Worker,2014
11814,14100206,2306.0,30,-1,Female,1,-1,No Proxy,Full-Time Worker,-1.0,-1.0,132.1684,0,-1,Not a Student,0,,,,1.09734166667,4.0,342271,3645,Paid Full-Time Worker,2014
11815,14100206,2307.0,40,-1,Male,2,1,Proxy,Non-Working Adult Age <65,-1.0,-1.0,132.1684,0,-1,Not a Student,0,,,,-1.0,-1.0,0,-1,Not a Paid Worker,2014
11816,14100206,2308.0,8,-1,Female,3,1,Mailed Diary,Child Age 5-15,1.41354368687,5.96563352594,132.1684,345782,3645,Full-Time Student,-1,,,,-1.0,-1.0,0,-1,Not a Paid Worker,2014
11817,14100205,2305.0,70,-1,Female,1,1,No Proxy,Non-Working Adult Age 65+,-1.0,-1.0,167.3235,0,-1,Not a Student,0,,,,-1.0,-1.0,0,-1,Not a Paid Worker,2014
11818,14100204,2304.0,70,-1,Female,1,1,No Proxy,Non-Working Adult Age 65+,-1.0,-1.0,136.753,0,-1,Not a Student,0,,,,-1.0,-1.0,0,-1,Not a Paid Worker,2014
11819,14100203,2303.0,90,-1,Female,1,1,No Proxy,Non-Working Adult Age 65+,-1.0,-1.0,129.2889,0,-1,Not a Student,0,,,,-1.0,-1.0,0,-1,Not a Paid Worker,2014
11820,14100202,2301.0,30,-1,Male,1,-1,No Proxy,Full-Time Worker,-1.0,-1.0,113.2845,0,-1,Not a Student,0,,,,10.925,23.0,660864,3178,Paid Full-Time Worker,2014
11821,14100202,2302.0,30,-1,Female,2,-1,No Proxy,Full-Time Worker,-1.0,-1.0,113.2845,0,-1,Not a Student,0,,,,7.59,16.0,545059,3156,Paid Full-Time Worker,2014
11822,14100201,2300.0,60,-1,Female,1,1,No Proxy,Non-Working Adult Age <65,-1.0,-1.0,626.4496,0,-1,Not a Student,0,,,,-1.0,-1.0,0,-1,Not a Paid Worker,2014
11823,14100200,2299.0,80,-1,Female,1,1,No Proxy,Non-Working Adult Age 65+,-1.0,-1.0,32.6905,0,-1,Not a Student,0,,,,-1.0,-1.0,0,-1,Not a Paid Worker,2014
11824,14100199,2297.0,60,-1,Female,1,0,No Proxy,Part-Time Worker,-1.0,-1.0,120.1205,0,-1,Not a Student,0,,,,2.00161534091,7.0,911674,1224,Paid Part-Time Worker,2014
11825,14100199,2298.0,70,-1,Male,2,1,No Proxy,Non-Working Adult Age 65+,-1.0,-1.0,120.1205,0,-1,Not a Student,0,,,,-1.0,-1.0,0,-1,Not a Paid Worker,2014
11826,14100198,2293.0,60,-1,Male,1,-1,No Proxy,Full-Time Worker,-1.0,-1.0,324.664,0,-1,Not a Student,0,,,,17.79,49.0,749194,1517,Paid Full-Time Worker,2014
11827,14100198,2294.0,50,-1,Female,2,-1,Mailed Diary,Part-Time Worker,-1.0,-1.0,324.664,0,-1,Not a Student,0,,,,1.82923560606,8.0,911674,1224,Paid Part-Time Worker,2014
11828,14100198,2295.0,21,-1,Female,3,1,Proxy,University Student,-1.0,-1.0,324.664,0,-1,Full-Time Student,0,,,,-1.0,-1.0,0,-1,Not a Paid Worker,2014
11829,14100198,2296.0,17,-1,Female,4,1,Proxy,High School Student Age 16+,-1.0,-1.0,324.664,0,-1,Full-Time Student,-1,,,,-1.0,-1.0,0,-1,Not a Paid Worker,2014
11830,14100197,2292.0,30,-1,Female,1,-1,No Proxy,Full-Time Worker,-1.0,-1.0,484.8043,0,-1,Not a Student,0,,,,10.545,24.0,1162084,676,Paid Full-Time Worker,2014
11831,14100196,2291.0,40,-1,Male,1,0,No Proxy,Part-Time Worker,-1.0,-1.0,429.4265,0,-1,Not a Student,5,,,,10.525,35.0,1051476,1537,Paid Part-Time Worker,2014
11832,14100195,2290.0,70,-1,Female,1,-1,No Proxy,Full-Time Worker,-1.0,-1.0,142.2921,0,-1,Not a Student,0,,,,3.59,12.0,1067830,1427,Paid Full-Time Worker,2014
11833,14100194,2289.0,50,-1,Female,1,-1,No Proxy,Full-Time Worker,-1.0,-1.0,101.177,0,-1,Not a Student,0,,,,6.735,20.0,688627,105,Paid Full-Time Worker,2014
11834,14100193,2286.0,50,-1,Female,1,1,No Proxy,Non-Working Adult Age <65,-1.0,-1.0,337.5215,0,-1,Not a Student,0,,,,-1.0,-1.0,0,-1,Not a Paid Worker,2014
11835,14100193,2287.0,50,-1,Male,2,0,Proxy,Full-Time Worker,-1.0,-1.0,337.5215,0,-1,Not a Student,0,,,,12.195,33.0,1161261,457,Paid Full-Time Worker,2014
11836,14100193,2288.0,14,-1,Female,3,1,Mailed Diary,Child Age 5-15,1.25726931818,7.50326052019,337.5215,797352,1869,Full-Time Student,-1,,,,-1.0,-1.0,0,-1,Not a Paid Worker,2014
11837,14100192,2284.0,60,-1,Female,1,0,No Proxy,Full-Time Worker,-1.0,-1.0,19.9569,0,-1,Not a Student,4,,,,2.61580037879,16.0,828886,521,Paid Full-Time Worker,2014
11838,14100192,2285.0,70,-1,Male,2,1,Proxy,Part-Time Worker,-1.0,-1.0,19.9569,0,-1,Not a Student,5,,,,-1.0,-1.0,0,-1,Paid Part-Time Worker,2014
11839,14100191,2281.0,40,-1,Female,1,-1,No Proxy,Full-Time Worker,-1.0,-1.0,42.9378,0,-1,Not a Student,0,,,,1.64170069444,12.0,1172019,585,Paid Full-Time Worker,2014
11840,14100191,2282.0,21,-1,Female,2,-1,Mailed Diary,Part-Time Worker,5.315,23.685,42.9378,797163,282,Part-Time Student,1,,,,1.64170069444,12.0,1172019,585,Paid Part-Time Worker,2014
11841,14100191,2283.0,14,-1,Male,3,1,Mailed Diary,Child Age 5-15,1.26659772727,7.7687883501,42.9378,1154209,596,Full-Time Student,1,,,,-1.0,-1.0,0,-1,Not a Paid Worker,2014
11842,14100190,2279.0,30,-1,Female,1,1,No Proxy,Non-Working Adult Age <65,4.57,23.1,110.5504,797163,302,Part-Time Student,1,,,,-1.0,-1.0,0,-1,Not a Paid Worker,2014
11843,14100190,2280.0,30,-1,Male,2,-1,No Proxy,Full-Time Worker,-1.0,-1.0,110.5504,0,-1,Not a Student,4,,,,1.46841212121,13.0,735369,538,Paid Full-Time Worker,2014
11844,14100189,2277.0,30,-1,Female,1,1,No Proxy,Full-Time Worker,-1.0,-1.0,45.87,0,-1,Not a Student,0,,,,0.996374494949,9.0,828970,516,Paid Full-Time Worker,2014
11845,14100189,2278.0,30,-1,Male,2,-1,Mailed Diary,Full-Time Worker,-1.0,-1.0,45.87,0,-1,Not a Student,0,,,,16.315,36.0,216517,2587,Paid Full-Time Worker,2014
11846,14100188,2274.0,40,-1,Female,1,-1,No Proxy,Part-Time Worker,-1.0,-1.0,173.4206,0,-1,Not a Student,5,,,,1.87930776515,15.0,830035,435,Paid Part-Time Worker,2014
11847,14100188,2275.0,2,-1,Male,2,1,,Child Age 0-4,-1.0,-1.0,173.4206,0,-1,Full-Time Student,0,,,,-1.0,-1.0,0,-1,Not a Paid Worker,2014
11848,14100188,2276.0,40,-1,Male,3,-1,Mailed Diary,Full-Time Worker,-1.0,-1.0,173.4206,0,-1,Not a Student,0,,,,14.11,30.0,1163029,1019,Paid Full-Time Worker,2014
11849,14100187,2273.0,80,-1,Male,1,1,No Proxy,Non-Working Adult Age 65+,-1.0,-1.0,98.8625,0,-1,Not a Student,0,,,,-1.0,-1.0,0,-1,Not a Paid Worker,2014
11850,14100186,2272.0,40,-1,Male,1,-1,No Proxy,Full-Time Worker,-1.0,-1.0,101.3706,0,-1,Not a Student,3,,,,15.23,34.0,1067478,1613,Paid Full-Time Worker,2014
11851,14100185,2271.0,40,-1,Female,1,1,No Proxy,Full-Time Worker,-1.0,-1.0,59.4868,0,-1,Not a Student,5,,,,10.24,21.0,888862,922,Paid Full-Time Worker,2014
11852,14100184,2270.0,40,-1,Female,1,1,No Proxy,Non-Working Adult Age <65,4.425,22.265,98.1467,797163,304,Part-Time Student,5,,,,-1.0,-1.0,0,-1,Not a Paid Worker,2014
11853,14100183,2269.0,40,-1,Female,1,0,No Proxy,Full-Time Worker,-1.0,-1.0,59.21,0,-1,Not a Student,5,,,,4.905,15.0,1104232,219,Paid Full-Time Worker,2014
11854,14100182,2267.0,30,-1,Female,1,0,No Proxy,Part-Time Worker,-1.0,-1.0,54.5609,0,-1,Not a Student,0,,,,1.19056186869,9.0,1133874,563,Paid Part-Time Worker,2014
11855,14100182,2268.0,30,-1,Male,2,0,Proxy,Full-Time Worker,-1.0,-1.0,54.5609,0,-1,Not a Student,0,,,,1.54390012626,11.0,771059,410,Paid Full-Time Worker,2014
11856,14100181,2266.0,40,-1,Male,1,1,No Proxy,Full-Time Worker,-1.0,-1.0,52.4725,0,-1,Part-Time Student,1,,,,-1.0,-1.0,0,-1,Paid Full-Time Worker,2014
11857,14100180,2265.0,21,-1,Female,1,0,No Proxy,Full-Time Worker,-1.0,-1.0,78.1356,0,-1,Not a Student,4,,,,1.06982563131,14.0,673573,513,Paid Full-Time Worker,2014
11858,14100179,2263.0,30,-1,Male,1,-1,No Proxy,Full-Time Worker,-1.0,-1.0,74.5526,0,-1,Not a Student,0,,,,3.56903348261,192.0,829984,437,Paid Full-Time Worker,2014
11859,14100179,2264.0,30,-1,Female,2,0,No Proxy,Full-Time Worker,-1.0,-1.0,74.5526,0,-1,Not a Student,3,,,,2.13961357323,26.0,829004,480,Paid Full-Time Worker,2014
11860,14100178,2262.0,50,-1,Male,1,1,No Proxy,Full-Time Worker,-1.0,-1.0,293.9054,0,-1,Not a Student,0,,,,-1.0,-1.0,0,-1,Paid Full-Time Worker,2014
11861,14100177,2261.0,50,-1,Female,1,0,No Proxy,Part-Time Worker,-1.0,-1.0,149.1964,0,-1,Not a Student,0,,,,0.431628787879,3.0,429081,2947,Paid Part-Time Worker,2014
11862,14100175,2259.0,80,-1,Male,1,1,No Proxy,Non-Working Adult Age 65+,-1.0,-1.0,187.817,0,-1,Not a Student,0,,,,-1.0,-1.0,0,-1,Not a Paid Worker,2014
11863,14100175,2260.0,80,-1,Female,2,1,Mailed Diary,Non-Working Adult Age 65+,-1.0,-1.0,187.817,0,-1,Not a Student,0,,,,-1.0,-1.0,0,-1,Not a Paid Worker,2014
11864,14100174,2257.0,40,-1,Female,1,1,No Proxy,Non-Working Adult Age <65,-1.0,-1.0,201.9511,0,-1,Not a Student,0,,,,-1.0,-1.0,0,-1,Not a Paid Worker,2014
11865,14100174,2258.0,30,-1,Male,2,0,Proxy,Full-Time Worker,-1.0,-1.0,201.9511,0,-1,Not a Student,5,,,,37.315,86.0,943916,1558,Paid Full-Time Worker,2014
11866,14100173,2255.0,40,-1,Female,1,1,No Proxy,Non-Working Adult Age <65,-1.0,-1.0,196.6201,0,-1,Not a Student,0,,,,-1.0,-1.0,0,-1,Not a Paid Worker,2014
11867,14100173,2256.0,40,-1,Female,2,-1,No Proxy,Full-Time Worker,-1.0,-1.0,196.6201,0,-1,Not a Student,0,,,,2.07877537879,7.0,95352,2236,Paid Full-Time Worker,2014
11868,14100172,2252.0,50,-1,Male,1,0,No Proxy,Full-Time Worker,-1.0,-1.0,981.815,0,-1,Not a Student,0,,,,30.775,55.0,126605,2309,Paid Full-Time Worker,2014
11869,14100172,2253.0,40,-1,Female,2,1,Mailed Diary,Non-Working Adult Age <65,-1.0,-1.0,981.815,0,-1,Not a Student,0,,,,-1.0,-1.0,0,-1,Not a Paid Worker,2014
11870,14100172,2254.0,14,-1,Male,3,1,Mailed Diary,Child Age 5-15,-1.0,-1.0,981.815,0,-1,Full-Time Student,-1,,,,-1.0,-1.0,0,-1,Not a Paid Worker,2014
11871,14100171,2248.0,50,-1,Female,1,0,No Proxy,Part-Time Worker,-1.0,-1.0,1221.779,0,-1,Not a Student,0,,,,8.495,19.0,40389,2165,Paid Part-Time Worker,2014
11872,14100171,2249.0,50,-1,Male,2,0,Proxy,Full-Time Worker,-1.0,-1.0,1221.779,0,-1,Not a Student,0,,,,33.115,56.0,236581,2564,Paid Full-Time Worker,2014
11873,14100171,2250.0,21,-1,Female,3,0,No Proxy,Part-Time Worker,16.765,29.205,1221.779,104755,2252,Part-Time Student,0,,,,16.765,29.0,104918,2252,Paid Part-Time Worker,2014
11874,14100171,2251.0,14,-1,Male,4,1,Proxy,Child Age 5-15,1.34174191919,6.79256846591,1221.779,22422,-1,Full-Time Student,-1,,,,-1.0,-1.0,0,-1,Not a Paid Worker,2014
11875,14100170,2246.0,60,-1,Male,1,1,Proxy,Non-Working Adult Age <65,-1.0,-1.0,480.8161,0,-1,Not a Student,0,,,,-1.0,-1.0,0,-1,Not a Paid Worker,2014
11876,14100170,2247.0,60,-1,Female,2,-1,No Proxy,Full-Time Worker,-1.0,-1.0,480.8161,0,-1,Not a Student,0,,,,16.845,26.0,57931,2199,Paid Full-Time Worker,2014
11877,14100169,2243.0,30,-1,Female,1,-1,No Proxy,University Student,-1.0,-1.0,927.3348,0,-1,Full-Time Student,0,,,,12.26,27.0,10301,2100,Paid Full-Time Worker,2014
11878,14100169,2244.0,40,-1,Male,2,1,Proxy,Non-Working Adult Age <65,-1.0,-1.0,927.3348,0,-1,Not a Student,0,,,,-1.0,-1.0,0,-1,Not a Paid Worker,2014
11879,14100169,2245.0,2,-1,Male,3,1,,Child Age 0-4,-1.0,-1.0,927.3348,0,-1,Full-Time Student,0,,,,-1.0,-1.0,0,-1,Not a Paid Worker,2014
11880,14100168,2242.0,80,-1,Female,1,1,No Proxy,Non-Working Adult Age 65+,-1.0,-1.0,162.4814,0,-1,Not a Student,0,,,,-1.0,-1.0,0,-1,Not a Paid Worker,2014
11881,14100167,2241.0,70,-1,Male,1,1,No Proxy,Non-Working Adult Age 65+,-1.0,-1.0,695.4822,0,-1,Not a Student,0,,,,-1.0,-1.0,0,-1,Not a Paid Worker,2014
11882,14100166,2239.0,40,-1,Male,1,0,No Proxy,Full-Time Worker,-1.0,-1.0,164.9238,0,-1,Not a Student,0,,,,24.575,44.0,111104,2282,Paid Full-Time Worker,2014
11883,14100166,2240.0,30,-1,Female,2,-1,Proxy,University Student,27.665,48.36,164.9238,104755,2252,Full-Time Student,0,,,,24.755,45.0,109440,2280,Paid Part-Time Worker,2014
11884,14100165,2235.0,50,-1,Male,1,-1,No Proxy,Full-Time Worker,-1.0,-1.0,191.7255,0,-1,Not a Student,0,,,,2.17137929293,8.0,154995,2440,Paid Full-Time Worker,2014
11885,14100165,2236.0,50,-1,Female,2,-1,Proxy,Full-Time Worker,-1.0,-1.0,191.7255,0,-1,Not a Student,0,,,,34.615,75.0,828963,479,Paid Full-Time Worker,2014
11886,14100165,2237.0,17,-1,Male,3,1,Mailed Diary,High School Student Age 16+,2.85902746212,10.0159865559,191.7255,160941,-1,Full-Time Student,-1,,,,-1.0,-1.0,0,-1,Not a Paid Worker,2014
11887,14100165,2238.0,17,-1,Female,4,1,Mailed Diary,High School Student Age 16+,2.85902746212,10.0159865559,191.7255,160941,-1,Full-Time Student,-1,,,,-1.0,-1.0,0,-1,Not a Paid Worker,2014
11888,14100164,2231.0,40,-1,Male,1,0,No Proxy,Full-Time Worker,-1.0,-1.0,685.6094,0,-1,Not a Student,0,,,,20.74,54.0,789494,1548,Paid Full-Time Worker,2014
11889,14100164,2232.0,17,-1,Male,2,1,Proxy,High School Student Age 16+,12.985,32.275,685.6094,248041,-1,Full-Time Student,-1,,,,-1.0,-1.0,0,-1,Not a Paid Worker,2014
